Datetime,Longitude,Latitude,Kedalaman,Magnitude,Keterangan,Clus_Db
2022-11-13,113.3363,-8.5537,2,2.7,Pusat gempa di laut 48 km Tenggara Lumajang,-1
2022-11-14,112.4677,-8.8825,38,3.2,Pusat gempa di laut 93 km Tenggara Blitar,-1
2022-11-16,110.2519,-8.505,76,2.6,Pusat gempa di laut 68 km BaratDaya Bantul,-1
2022-11-23,111.3915,-8.8796,29,2.8,Pusat gempa di laut 82 km Tenggara Pacitan,1
2022-11-24,108.9421,-8.5476,29,2.3,Pusat gempa di laut 91 km BaratDaya Cilacap,-1
2022-11-27,111.6403,-8.6378,106,3.3,Pusat gempa di laut 62 km BaratDaya Trenggalek,-1
2022-11-28,111.3839,-8.6839,86,4.1,Pusat gempa di laut 62 km Tenggara Pacitan,-1
2022-11-29,110.2681,-8.4296,10,3.6,Pusat gempa di laut 60 km BaratDaya Bantul,-1
2022-11-30,111.3551,-8.9408,21,2.6,Pusat gempa di laut 87 km Tenggara Pacitan,-1
2022-12-01,110.7078,-7.8351,13,1.2,Pusat gempa di darat 18 km TimurLaut Gunungkidul,-1
2022-12-02,108.9898,-8.4044,26,3.0,Pusat gempa di laut 75 km BaratDaya Cilacap,-1
2022-12-04,111.4024,-8.5362,80,2.7,Pusat gempa di laut 50 km Tenggara Pacitan,-1
2022-12-05,110.2085,-7.7076,17,2.0,Pusat gempa di darat 16 km BaratLaut Sleman,-1
2022-12-08,112.7773,-8.6596,112,2.7,Pusat gempa di laut 77 km BaratDaya Lumajang,-1
2022-12-13,111.9887,-8.6897,29,2.6,Pusat gempa di laut 68 km BaratDaya Blitar,-1
2022-12-14,109.058,-8.369,28,2.5,Pusat gempa di laut 71 km Tenggara Cilacap,-1
2022-12-15,110.2179,-8.8964,20,2.6,Pusat gempa di laut 112 km BaratDaya Gunungkidul,-1
2022-12-16,109.0335,-8.3444,36,2.4,Pusat gempa di laut 68 km Selatan Cilacap,-1
2022-12-17,110.3338,-8.2212,21,2.2,Pusat gempa di laut 36 km Selatan Bantul,-1
2022-12-18,110.2336,-8.2558,16,2.2,Pusat gempa di laut 42 km BaratDaya Bantul,-1
2022-12-19,112.6076,-8.7832,101,3.0,Pusat gempa di laut 89 km Selatan Malang,-1
2022-12-20,110.3194,-8.3191,19,2.0,Pusat gempa di laut 47 km Selatan Bantul,-1
2022-12-22,110.5743,-8.3673,11,2.6,Pusat gempa di laut 45 km BaratDaya Gunungkidul,-1
2022-12-24,111.6705,-8.0606,136,2.9,Pusat gempa di darat 3 km BaratLaut Trenggalek,-1
2022-12-25,110.4266,-7.9116,11,1.4,Pusat gempa di darat 10 km Tenggara Bantul,0
2022-12-27,110.5298,-7.8601,13,1.3,Pusat gempa di darat 13 km Tenggara Tegal,0
2022-12-28,112.4565,-8.8718,44,3.2,Pusat gempa di laut 92 km Tenggara Blitar,-1
